s1,s2,subtask_a,subtask_b,subtask_c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
印度15名意大利游客确诊,2.印度今天新增病例大幅增加22例，（其中15名是意大利游客）使得确诊总数达到28例 3.临近伊朗的伊拉克确诊总数32例，出现一例死亡 4.最小国家列支敦士登出现确诊病例 5.马来西亚新增16例确诊病例，总数达到50例 6.美国昨天算上钻石公主和撤侨确诊数，总数129例，死亡总数9例。 7.日。,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
印度15名意大利游客确诊,【#印度15名意大利游客确诊#】世卫组织：韩意伊日四国的疫情是我们现在最关心的问题 。#印度禁止意伊韩日四国公民入境#  LroseRogers的微博视频 ?,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
伊朗将暂时释放逾5.4万名囚犯,【应对新冠肺炎疫情，外媒：#伊朗将暂时释放逾5.4万名囚犯#】美国有线电视新闻网（CNN）3日报道称，伊朗ISNA通讯社援引该国司法部门发言人伊斯梅利（Gholamhossein Esmaili）消息，伊朗3日宣布将暂时释放逾5.4万名囚犯，以防止新型冠状病毒进一步传播带来影响。ISNA称，该发言人表示，释放囚犯是在伊 ?  展开全文c,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
延边境外重点疫区来返人员集中隔离14天,#延边境外重点疫区来返人员集中隔离14天 ##印度恶搞#作死男快速用塑料袋套住路人，大叔真无辜，太好玩了 L作死的小仙仙的微博视频 ?,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
幸好姜文试镜程蝶衣没成功,【会发脾气的领导才是好领导？】曾仕强老师：会发脾气的领导才是好领导，为什么？,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新加坡留学生在伦敦街头被暴打,，依旧比上班族过得滋润。#昊磊千凡#” 　　梁朝奇猛然一颤，吓 #新加坡留学生在伦敦街头被暴打# ?,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
网课忘记闭麦有多尴尬,#网课忘记闭麦有多尴尬#主播小a懿性感黑丝 热舞 L美女舞蹈分享博主的微博视频 ?,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
网课忘记闭麦有多尴尬,#网课忘记闭麦有多尴尬#上网课的王俊凯 L可口粽子的微博视频 ?,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
王子健男友力,#阿御让你剧好看# 快来康康wuli朱闪闪同学 @孙佳雨_PaNdA 终于开单了！这集真的有点甜~有#王子健男友力#守护“壁橱公主”的好心情，那阿御就来守护闪闪的好皮肤吧天天发传单也不变黑，阿御的美白效果可好了！#安家# L御泥坊的微博视频 ?,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
特朗普捐工资10万美元抗疫,【@世界卫生组织 总干事：我们可以击退#新型冠状病毒# 】该组织数据显示：截至3月4日，中国累计确诊病例为8万零422例，3月3日，中国新增病例119例。中国境外累计确诊病例超过1万3000例，#韩国#确诊病例已超过5300例、意大利和伊朗确诊病例均超过2000例。美国新冠肺炎确诊病例已达108例，累计死亡病例6 ?  展开全文c,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
特朗普捐工资10万美元抗疫,#美国口罩出现2亿7千万缺口# #美国n95口罩暴涨5倍# #美国疫情# #特朗普捐工资10万美元抗疫# //@孙天宏:#有进出口纠纷国际追账扫描# #国际追账# #进出口# #洽谈进出口贸易# 美国怎么不封城，会怎么样？,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
谈莉娜,今日放送第8??弹！来科普一下 谈莉娜是《一起来看流星雨》中的蒋媛 难道我是最后一个知道的吗 ?,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
谈莉娜,#卓宝#肖战合影被扒#肖战# 素人网友骂肖战(明星)＝职黑+网络暴力。肖战(素人时期)骂谈莉娜(明星)＝素人言论可以被原谅。中国驰名双标，粉丝可以来洗了。 ??? ?,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
守护白衣天使的孩子,#守护白衣天使的孩子#3月5日周四20：00?于小菓邀请你观看小菓TV第一季第一期由知名设计师、艺术家、北理大学客座教授、于小菓创始人于进江为大家带来一场深入灵魂的直播：承担的力量，疫情中的危机与希望！致敬当代白衣女神。我们邀请到马云李连杰太极禅、攻守道明星导师杨德战；吴晓波频道-新匠人 ?  展开全文c,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
守护白衣天使的孩子,【战疫情——青城金谷公司在行动】呼和浩特国际农业博览园开通，“敕勒川农博商城”打响食材保供战#敕勒川农博视界#民以食为天，面对新冠肺炎疫情，@呼和浩特国际农业博览园 内蒙古青城金谷农牧业发展有限公司作为国有企业，为保证全市疫情防控期间生活必需品供应，有效预防和控制市场异常波动，保障全 ?  展开全文c,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
守护白衣天使的孩子,20世纪最伟大的科学家之一（在国内而言没有之一）——屠呦呦！因为她，上百万人保住性命，因为她，疟疾得到根治！,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
山东司法厅原党委书记等11人被立案,#山东司法厅原党委书记等11人被立案#大快人心#外国人永久居留管理条例# 坚决反对外国人永久居留管理条例，坚决反对超国民待遇，坚决反对贪官转移资产！ ?,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
山东司法厅原党委书记等11人被立案,#山东司法厅原党委书记等11人被立案#占tag抱歉。但是还是想告诉大家多多关注下这个#外国人永久居留管理条例# 坚决反对#外国人永久居留管理条例# 变相承认双重国籍，允许境内外转移资产，严重损害国家人民的安全和利益……请大家多多关注下这个条例 ?,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
朱闪闪 单纯,#王子健朱闪闪#【孙俪罗晋主演《#安家#》第21-22集！——朱闪闪同学太单纯被人骗到酒店，这“开单”堪称大片上演啊！还好小健健机灵，按响了火警开关才救下闪闪！！小健健对闪闪是真爱啊！】  L新剧不能停的微博视频 ?,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0
朱闪闪 单纯,#朱闪闪 单纯# 《安家》中单纯的朱闪闪身穿白雪公主制服到酒店房间谈买房细节，结果遭遇潜规则，幸好王子健一群人及时赶到，才解除了危机。阿乐今日问：看到朱闪闪被骗，大家觉得在#职场上应该要有防备心吗#？ 大家觉得在职场上应该要有防备心吗？ ?,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
朱闪闪 单纯,#电视剧安家# 朱闪闪是什么绝世单纯白莲花玛丽苏小公举啊正常人的脑回路都没有哪个单位收了她真是倒了八辈子血霉 ?,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
朱闪闪 单纯,《安家》里面的朱闪闪和《完美关系》里面的江达琳都是傻白甜人设，为啥佟丽娅会被嘲讽甚至连编剧都内涵她演技差，而朱闪闪人设就是单纯呢 真的是演技问题吗？ ?,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
朱闪闪 单纯,朱闪闪真的太蠢了 不是单纯是蠢 家境不好还不努力 整天想钓砖石王老五 被骗那里简直侮辱智商了 喊她坐床边去她犹豫一下还真坐过去了 后来坏人放开她了她不赶紧跑 还坐床上抱脚哭 真的看不下去了 ?,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
朱闪闪 单纯,#朱闪闪 单纯#    朱闪闪太单纯了，还好王子健反应快成功找到朱闪闪????   “朱闪闪！朱闪闪~朱闪闪！”   “小建建我在这，我在这呢，小建建救命！”  王子健太聪明了，按响了火警开关救下闪闪，男友力爆啊！！和朱闪闪真的磕到了~不知道他们后面有没有感情线  L扒婆爱吐槽的微博视频 ?,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
朱闪闪 单纯,#安家# #朱闪闪 单纯# 朱闪闪真的太单纯了，以为对方是好人，被人带到酒店买房子差点受欺负，闪闪衣品颜值都在线，就是要多小心了。 ?,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
朱闪闪 单纯,朱闪闪是单纯，经历的事儿少，有人告诉她，她听会接受。江达琳也是很多事不懂，但有人告诉她，她就趾高气昂的怼人家，觉得自己能上天！,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
朱闪闪 单纯,#最近的电视剧都好气人#惹人厌排行榜 你希望谁抓紧领盒饭？崔英俊出轨出成精 凭实力当渣男叶东烈幼稚冲动 潘贵雨吸血鬼 张乘乘无脑侠 老洋房里撒泼打滚的老太太 白眼狼儿子 心安理得住房子里的岳母 朱闪闪单纯又没脑子 还有每天让人生气上头从不缺席的江大姐 ?,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
朱闪闪 单纯,#王子健男友力#所以王子健和朱闪闪竟然有感情线吗？？？ 我觉得985可以与之一战啊！！！ #朱闪闪 单纯# ?,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
朱闪闪 单纯,#朱闪闪 单纯#这是单纯那个男的都没看房子 就约在酒店“谈房子”？谈灰么？她还穿着白雪公主的样子去… 服了服了 ?,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
朱闪闪 单纯,每天都有让我上火的剧情，可每天我都忍不住要继续看。猜猜这都是谁～哥哥～#安家##王子健男友力##朱闪闪 单纯# ?,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
朱闪闪 单纯,#王子健男友力#朱闪闪 单纯 ，王子健朱闪闪这对CP你磕吗？小健健一会儿英雄救美，一会儿又买零食，一会儿又抓娃娃看电影！好甜啊！朱闪闪快把小健健给收了吧 ?,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
朱闪闪 单纯,有一说一 工作风格上我自己肯定是房似锦 但除了看她吃面香之外我也很喜欢看白雪公主装的朱闪闪—人嘛 保有单纯很重要的～#朱闪闪 单纯# ?,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
朱闪闪 单纯,#朱闪闪 单纯#朱闪闪好可爱一女生，平实穿搭也是少女风！ ?,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
朱闪闪 单纯,#王子健男友力# 哈哈哈哈哈哈哈??#朱闪闪 单纯#《安家》中王子健@学徒王自健 发现朱闪闪被骗后直接急眼！平时对同事喜欢斗嘴耍贫，但对外却从没掉过链子，第一时间总是团结的护着自己人，太暖心了！#安家# 我看好王子健朱闪闪这对cp！ L剧透婆的微博视频 ?,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
朱闪闪 单纯,#安家#?第25/26集第二弹预告房似锦这回可就是你小肚鸡肠了，错怪闪闪了，快点买些好吃的表示一下吧！中介买凶宅被骂骗子，顺带侮辱一下人家职业；房店长逆行的检讨书太标准了...大家快来点赞；张乘乘花式作妖2.0，逼得上海话都说出来了！#朱闪闪 单纯# L我只爱吃伊利巧乐滋的微博视频 ?,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
中国科研团队发现新冠病毒已突变,#中国科研团队发现新冠病毒已突变##俄罗斯禁止口罩等医疗物资出口# 普京：“最简单，最直接，最有效，最严厉。原谅他们是上帝的事情，而我的任务是送他们去见上帝！”普京牛掰啊！！ L八卦追星学的微博视频 ?,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
中国科研团队发现新冠病毒已突变,【武汉一名方舱医院患者“治愈”5天后复发死亡！】澎湃新闻：武汉一名35岁的年轻确诊患者，在方舱医院治疗半月，经专家会诊后“治愈”出院，到指定处隔离，期间觉得胸闷、无力，被认为心理太紧张了。5天后，突然急性复发死亡！死亡医学证明书显示为新冠肺炎引发的呼吸衰竭。 ?  展开全文c,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
中国科研团队发现新冠病毒已突变,【病房老奶奶只吃剩饭，说出原因令人泪目：虽说不掏钱，但也是国家的钱】#中国科研团队发现新冠病毒已突变# 武汉康泰同济医院有一位老奶奶在工作人员发饭的时候拒绝了晚饭，却从抽屉里拿出剩饭来吃，说道：剩饭也能吃，我们虽然不掏钱，但是也是国家的钱！视频来源网络，侵删  ?  展开全文c,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
中国科研团队发现新冠病毒已突变,【#中国科研团队发现新冠病毒已突变#，有2个亚型，传染力有差异】中国科研团队最新发现显示：新冠病毒已于近期产生了149个突变点，并演化出了两个亚型，分别是L亚型和S亚型。研究发现，在地域分布及人群中的比例，这两个亚型表现出了很大测差异。其中S型是相对更古老的版本，而L亚型更具侵略性传染力更 ?  展开全文c,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
中国科研团队发现新冠病毒已突变,【#新冠病毒发生基因突变#，新冠病毒发源地宿主仍待明确】#中国科研团队发现新冠病毒已突变#3月3日，科学出版社出版的综合性英文学术期刊《国家科学评论》，刊发题为《关于新冠病毒的起源和持续进化》的论文。文章显示，研究人员共在103株测序毒株的149个位点发现了突变。“这意味着，新冠病毒发生了基 ?  展开全文c,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
